"","Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"2581",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2582",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.544"
"2583",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2584",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2585",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2586",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2587",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2588",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2589",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2590",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2591",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2592",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2593",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"2594",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2595",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2596",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","1.298"
"2597",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2598",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"2599",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"2600",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"2601",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"2602",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"2603",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2604",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2605",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2606",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.84"
"2607",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.162"
"2608",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"2609",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"2610",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"2611",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.08"
"2612",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"2613",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2614",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2615",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2616",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2617",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2618",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2619",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2620",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2621",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2622",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2623",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2624",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.092"
"2625",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2626",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2627",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2628",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2629",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2630",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"2631",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"2632",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"2633",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"2634",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"2635",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"2636",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"2637",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"2638",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.2"
"2639",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2640",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2641",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2642",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","7.9"
"2643",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2644",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2645",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2646",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.8"
"2647",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.1"
"2648",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2649",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2650",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.9"
"2651",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2652",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2653",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.5"
"2654",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2655",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2656",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2657",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2658",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2659",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2660",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2661",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2662",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2663",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2664",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2665",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2666",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2667",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2"
"2668",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2669",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"2670",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"2671",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"2672",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"2673",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"2674",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2675",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2676",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2677",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.8"
"2678",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.4"
"2679",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2680",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2681",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2682",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.5"
"2683",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2684",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2685",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2686",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2687",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2688",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2689",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2690",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2691",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2692",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2693",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2694",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2695",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","2.4"
"2696",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2697",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2698",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2699",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2700",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2701",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"2702",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"2703",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"2704",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"2705",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"2706",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"2707",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"2708",2016,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"2709",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","95"
"2710",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2711",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2712",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2713",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","99"
"2714",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2715",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2716",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2717",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","11"
"2718",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","97"
"2719",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2720",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2721",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","97"
"2722",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2723",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2724",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","62"
"2725",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2726",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2727",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2728",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2729",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2730",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2731",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2732",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2733",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2734",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2735",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2736",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2737",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2738",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","98"
"2739",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2740",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","100"
"2741",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"2742",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","(D)"
"2743",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","(D)"
"2744",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","(D)"
"2745",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","(D)"
"2746",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","HERBICIDE","(D)"
"2747",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2748",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2749",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2750",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","96"
"2751",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","44"
"2752",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2753",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2754",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2755",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","94"
"2756",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2757",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2758",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2759",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2760",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2761",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2762",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2763",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2764",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2765",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2766",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2767",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2768",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","96"
"2769",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2770",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2771",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2772",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2773",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2774",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","(D)"
"2775",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","INSECTICIDE","99"
"2776",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"2777",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"2778",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"2779",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"2780",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"2781",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"2782",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"2783",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","OTHER","(D)"
"2784",2016,"FLORIDA","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","323,285,000"
"2785",2016,"FLORIDA","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","1,947,500"
"2786",2016,"FLORIDA","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"2787",2016,"FLORIDA","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","0"
"2788",2016,"FLORIDA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"2789",2016,"FLORIDA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN TONS"," ","","0"
"2790",2016,"FLORIDA","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","1,947,500"
"2791",2016,"MICHIGAN"," ",""," ",""," ","","(NA)"
"2792",2016,"MICHIGAN","MEASURED","CWT"," ",""," ","","(NA)"
